day,periodName,score
2016-06-11,לאחר גל טרור הבודדים,4
2016-06-12,לאחר גל טרור הבודדים,3
2016-06-13,לאחר גל טרור הבודדים,1
2016-06-14,לאחר גל טרור הבודדים,1
2016-06-15,לאחר גל טרור הבודדים,2
2016-06-16,לאחר גל טרור הבודדים,0
2016-06-17,לאחר גל טרור הבודדים,1
2016-06-18,לאחר גל טרור הבודדים,1
2016-06-19,לאחר גל טרור הבודדים,1
2016-06-20,לאחר גל טרור הבודדים,0
2016-06-21,לאחר גל טרור הבודדים,1
2016-06-22,לאחר גל טרור הבודדים,2
2016-06-23,לאחר גל טרור הבודדים,2
2016-06-24,לאחר גל טרור הבודדים,1
2016-06-25,לאחר גל טרור הבודדים,1
2016-06-26,לאחר גל טרור הבודדים,4
2016-06-27,לאחר גל טרור הבודדים,1
2016-06-28,לאחר גל טרור הבודדים,2
2016-06-29,לאחר גל טרור הבודדים,0
2016-06-30,לאחר גל טרור הבודדים,0
2016-07-01,לאחר גל טרור הבודדים,2
2016-07-02,לאחר גל טרור הבודדים,4
2016-07-03,לאחר גל טרור הבודדים,0
2016-07-04,לאחר גל טרור הבודדים,3
2016-07-05,לאחר גל טרור הבודדים,2
2016-07-06,לאחר גל טרור הבודדים,2
2016-07-07,לאחר גל טרור הבודדים,0
2016-07-08,לאחר גל טרור הבודדים,1
2016-07-09,לאחר גל טרור הבודדים,0
2016-07-10,לאחר גל טרור הבודדים,0
2016-07-11,לאחר גל טרור הבודדים,0
2016-07-12,לאחר גל טרור הבודדים,0
2016-07-13,לאחר גל טרור הבודדים,0
2016-07-14,לאחר גל טרור הבודדים,2
2016-07-15,לאחר גל טרור הבודדים,2
2016-07-16,לאחר גל טרור הבודדים,0
2016-07-17,לאחר גל טרור הבודדים,0
2016-07-18,לאחר גל טרור הבודדים,1
2016-07-19,לאחר גל טרור הבודדים,0
2016-07-20,לאחר גל טרור הבודדים,1
2016-07-21,לאחר גל טרור הבודדים,1
2016-07-22,לאחר גל טרור הבודדים,0
2016-07-23,לאחר גל טרור הבודדים,0
2016-07-24,לאחר גל טרור הבודדים,0
2016-07-25,לאחר גל טרור הבודדים,2
2016-07-26,לאחר גל טרור הבודדים,3
2016-07-27,לאחר גל טרור הבודדים,0
2016-07-28,לאחר גל טרור הבודדים,0
2016-07-29,לאחר גל טרור הבודדים,4
2016-07-30,לאחר גל טרור הבודדים,0
2016-07-31,לאחר גל טרור הבודדים,0
2016-08-01,לאחר גל טרור הבודדים,0
2016-08-02,לאחר גל טרור הבודדים,0
2016-08-03,לאחר גל טרור הבודדים,2
2016-08-04,לאחר גל טרור הבודדים,0
2016-08-05,לאחר גל טרור הבודדים,0
2016-08-06,לאחר גל טרור הבודדים,0
2016-08-07,לאחר גל טרור הבודדים,1
2016-08-08,לאחר גל טרור הבודדים,1
2016-08-09,לאחר גל טרור הבודדים,6
2016-08-10,לאחר גל טרור הבודדים,0
2016-08-11,לאחר גל טרור הבודדים,0
2016-08-12,לאחר גל טרור הבודדים,0
2016-08-13,לאחר גל טרור הבודדים,1
2016-08-14,לאחר גל טרור הבודדים,3
2016-08-15,לאחר גל טרור הבודדים,0
2016-08-16,לאחר גל טרור הבודדים,0
2016-08-17,לאחר גל טרור הבודדים,0
2016-08-18,לאחר גל טרור הבודדים,0
2016-08-19,לאחר גל טרור הבודדים,2
2016-08-20,לאחר גל טרור הבודדים,0
2016-08-21,לאחר גל טרור הבודדים,0
2016-08-22,לאחר גל טרור הבודדים,0
2016-08-23,לאחר גל טרור הבודדים,0
2016-08-24,לאחר גל טרור הבודדים,0
2016-08-25,לאחר גל טרור הבודדים,1
2016-08-26,לאחר גל טרור הבודדים,0
2016-08-27,לאחר גל טרור הבודדים,2
2016-08-28,לאחר גל טרור הבודדים,0
2016-08-29,לאחר גל טרור הבודדים,2
2016-08-30,לאחר גל טרור הבודדים,4
2016-08-31,לאחר גל טרור הבודדים,2
2016-09-01,לאחר גל טרור הבודדים,0
2016-09-02,לאחר גל טרור הבודדים,6
2016-09-03,לאחר גל טרור הבודדים,1
2016-09-04,לאחר גל טרור הבודדים,4
2016-09-05,לאחר גל טרור הבודדים,1
2016-09-06,לאחר גל טרור הבודדים,0
2016-09-07,לאחר גל טרור הבודדים,2
2016-09-08,לאחר גל טרור הבודדים,5
2016-09-09,לאחר גל טרור הבודדים,3
2016-09-10,לאחר גל טרור הבודדים,5
2016-09-11,לאחר גל טרור הבודדים,9
2016-09-12,לאחר גל טרור הבודדים,2
2016-09-13,לאחר גל טרור הבודדים,6
2016-09-14,לאחר גל טרור הבודדים,0
2016-09-15,לאחר גל טרור הבודדים,0
2016-09-16,לאחר גל טרור הבודדים,0
2016-09-17,לאחר גל טרור הבודדים,5
2016-09-18,לאחר גל טרור הבודדים,1
2016-09-19,לאחר גל טרור הבודדים,1
2016-09-20,לאחר גל טרור הבודדים,0
2016-09-21,לאחר גל טרור הבודדים,2
2016-09-22,לאחר גל טרור הבודדים,4
2016-09-23,לאחר גל טרור הבודדים,3
2016-09-24,לאחר גל טרור הבודדים,1
2016-09-25,לאחר גל טרור הבודדים,0
2016-09-26,לאחר גל טרור הבודדים,1
2016-09-27,לאחר גל טרור הבודדים,1
2016-09-28,לאחר גל טרור הבודדים,0
2016-09-29,לאחר גל טרור הבודדים,0
2016-09-30,לאחר גל טרור הבודדים,4
2016-10-01,לאחר גל טרור הבודדים,1
2016-10-02,לאחר גל טרור הבודדים,4
2016-10-03,לאחר גל טרור הבודדים,2
2016-10-04,לאחר גל טרור הבודדים,1
2016-10-05,לאחר גל טרור הבודדים,0
2016-10-06,לאחר גל טרור הבודדים,0
2016-10-07,לאחר גל טרור הבודדים,1
2016-10-08,לאחר גל טרור הבודדים,2
2016-10-09,לאחר גל טרור הבודדים,2
2016-10-10,לאחר גל טרור הבודדים,5
2016-10-11,לאחר גל טרור הבודדים,10
2016-10-12,לאחר גל טרור הבודדים,0
2016-10-13,לאחר גל טרור הבודדים,3
2016-10-14,לאחר גל טרור הבודדים,1
2016-10-15,לאחר גל טרור הבודדים,0
2016-10-16,לאחר גל טרור הבודדים,0
2016-10-17,לאחר גל טרור הבודדים,6
2016-10-18,לאחר גל טרור הבודדים,6
2016-10-19,לאחר גל טרור הבודדים,0
2016-10-20,לאחר גל טרור הבודדים,1
2016-10-21,לאחר גל טרור הבודדים,1
2016-10-22,לאחר גל טרור הבודדים,0
2016-10-23,לאחר גל טרור הבודדים,1
2016-10-24,לאחר גל טרור הבודדים,0
2016-10-25,לאחר גל טרור הבודדים,8
2016-10-26,לאחר גל טרור הבודדים,1
2016-10-27,לאחר גל טרור הבודדים,0
2016-10-28,לאחר גל טרור הבודדים,8
2016-10-29,לאחר גל טרור הבודדים,0
2016-10-30,לאחר גל טרור הבודדים,1
2016-10-31,לאחר גל טרור הבודדים,0
2016-11-01,לאחר גל טרור הבודדים,4
2016-11-02,לאחר גל טרור הבודדים,0
2016-11-03,לאחר גל טרור הבודדים,1
2016-11-04,לאחר גל טרור הבודדים,4
2016-11-05,לאחר גל טרור הבודדים,2
2016-11-06,לאחר גל טרור הבודדים,0
2016-11-07,לאחר גל טרור הבודדים,0
2016-11-08,לאחר גל טרור הבודדים,1
2016-11-09,לאחר גל טרור הבודדים,0
2016-11-10,לאחר גל טרור הבודדים,0
2016-11-11,לאחר גל טרור הבודדים,0
2016-11-12,לאחר גל טרור הבודדים,0
2016-11-13,לאחר גל טרור הבודדים,0
2016-11-14,לאחר גל טרור הבודדים,1
2016-11-15,לאחר גל טרור הבודדים,2
2016-11-16,לאחר גל טרור הבודדים,1
2016-11-17,לאחר גל טרור הבודדים,0
2016-11-18,לאחר גל טרור הבודדים,3
2016-11-19,לאחר גל טרור הבודדים,2
2016-11-20,לאחר גל טרור הבודדים,3
2016-11-21,לאחר גל טרור הבודדים,0
2016-11-22,לאחר גל טרור הבודדים,0
2016-11-23,לאחר גל טרור הבודדים,2
2016-11-24,לאחר גל טרור הבודדים,0
2016-11-25,לאחר גל טרור הבודדים,4
2016-11-26,לאחר גל טרור הבודדים,0
2016-11-27,לאחר גל טרור הבודדים,1
2016-11-28,לאחר גל טרור הבודדים,1
2016-11-29,לאחר גל טרור הבודדים,1
2016-11-30,לאחר גל טרור הבודדים,0
2016-12-01,לאחר גל טרור הבודדים,0
2021-09-30,אירועי רמצאן 22,1
2021-10-01,אירועי רמצאן 22,1
2021-10-02,אירועי רמצאן 22,1
2021-10-03,אירועי רמצאן 22,1
2021-10-04,אירועי רמצאן 22,1
2021-10-05,אירועי רמצאן 22,4
2021-10-06,אירועי רמצאן 22,2
2021-10-07,אירועי רמצאן 22,1
2021-10-08,אירועי רמצאן 22,10
2021-10-09,אירועי רמצאן 22,1
2021-10-10,אירועי רמצאן 22,1
2021-10-11,אירועי רמצאן 22,6
2021-10-12,אירועי רמצאן 22,4
2021-10-13,אירועי רמצאן 22,1
2021-10-14,אירועי רמצאן 22,1
2021-10-15,אירועי רמצאן 22,2
2021-10-16,אירועי רמצאן 22,1
2021-10-17,אירועי רמצאן 22,1
2021-10-18,אירועי רמצאן 22,1
2021-10-19,אירועי רמצאן 22,1
2021-10-20,אירועי רמצאן 22,2
2021-10-21,אירועי רמצאן 22,2
2021-10-22,אירועי רמצאן 22,2
2021-10-23,אירועי רמצאן 22,1
2021-10-24,אירועי רמצאן 22,1
2021-10-25,אירועי רמצאן 22,1
2021-10-26,אירועי רמצאן 22,1
2021-10-27,אירועי רמצאן 22,1
2021-10-28,אירועי רמצאן 22,1
2021-10-29,אירועי רמצאן 22,4
2021-10-30,אירועי רמצאן 22,2
2021-10-31,אירועי רמצאן 22,2
2021-11-01,אירועי רמצאן 22,2
2021-11-02,אירועי רמצאן 22,1
2021-11-03,אירועי רמצאן 22,2
2021-11-04,אירועי רמצאן 22,2
2021-11-05,אירועי רמצאן 22,1
2021-11-06,אירועי רמצאן 22,7
2021-11-07,אירועי רמצאן 22,1
2021-11-08,אירועי רמצאן 22,1
2021-11-09,אירועי רמצאן 22,0
2021-11-10,אירועי רמצאן 22,1
2021-11-11,אירועי רמצאן 22,1
2021-11-12,אירועי רמצאן 22,9
2021-11-13,אירועי רמצאן 22,2
2021-11-14,אירועי רמצאן 22,2
2021-11-15,אירועי רמצאן 22,3
2021-11-16,אירועי רמצאן 22,3
2021-11-17,אירועי רמצאן 22,2
2021-11-18,אירועי רמצאן 22,1
2021-11-19,אירועי רמצאן 22,3
2021-11-20,אירועי רמצאן 22,1
2021-11-21,אירועי רמצאן 22,1
2021-11-22,אירועי רמצאן 22,2
2021-11-23,אירועי רמצאן 22,1
2021-11-24,אירועי רמצאן 22,1
2021-11-25,אירועי רמצאן 22,1
2021-11-26,אירועי רמצאן 22,8
2021-11-27,אירועי רמצאן 22,1
2021-11-28,אירועי רמצאן 22,2
2021-11-29,אירועי רמצאן 22,4
2021-11-30,אירועי רמצאן 22,1
2021-12-01,אירועי רמצאן 22,2
2021-12-02,אירועי רמצאן 22,2
2021-12-03,אירועי רמצאן 22,5
2021-12-04,אירועי רמצאן 22,3
2021-12-05,אירועי רמצאן 22,1
2021-12-06,אירועי רמצאן 22,5
2021-12-07,אירועי רמצאן 22,1
2021-12-08,אירועי רמצאן 22,2
2021-12-09,אירועי רמצאן 22,1
2021-12-10,אירועי רמצאן 22,4
2021-12-11,אירועי רמצאן 22,1
2021-12-12,אירועי רמצאן 22,1
2021-12-13,אירועי רמצאן 22,1
2021-12-14,אירועי רמצאן 22,1
2021-12-15,אירועי רמצאן 22,1
2021-12-16,אירועי רמצאן 22,4
2021-12-17,אירועי רמצאן 22,2
2021-12-18,אירועי רמצאן 22,3
2021-12-19,אירועי רמצאן 22,2
2021-12-20,אירועי רמצאן 22,1
2021-12-21,אירועי רמצאן 22,2
2021-12-22,אירועי רמצאן 22,11
2021-12-23,אירועי רמצאן 22,4
2021-12-24,אירועי רמצאן 22,6
2021-12-25,אירועי רמצאן 22,1
2021-12-26,אירועי רמצאן 22,4
2021-12-27,אירועי רמצאן 22,2
2021-12-28,אירועי רמצאן 22,1
2021-12-29,אירועי רמצאן 22,1
2021-12-30,אירועי רמצאן 22,1
2021-12-31,אירועי רמצאן 22,2
2022-01-01,אירועי רמצאן 22,1
2022-01-02,אירועי רמצאן 22,0
2022-01-03,אירועי רמצאן 22,3
2022-01-04,אירועי רמצאן 22,6
2022-01-05,אירועי רמצאן 22,1
2022-01-06,אירועי רמצאן 22,10
2022-01-07,אירועי רמצאן 22,1
2022-01-08,אירועי רמצאן 22,6
2022-01-09,אירועי רמצאן 22,7
2022-01-10,אירועי רמצאן 22,1
2022-01-11,אירועי רמצאן 22,4
2022-01-12,אירועי רמצאן 22,3
2022-01-13,אירועי רמצאן 22,1
2022-01-14,אירועי רמצאן 22,6
2022-01-15,אירועי רמצאן 22,2
2022-01-16,אירועי רמצאן 22,1
2022-01-17,אירועי רמצאן 22,2
2022-01-18,אירועי רמצאן 22,8
2022-01-19,אירועי רמצאן 22,4
2022-01-20,אירועי רמצאן 22,1
2022-01-21,אירועי רמצאן 22,2
2022-01-22,אירועי רמצאן 22,1
2022-01-23,אירועי רמצאן 22,1
2022-01-24,אירועי רמצאן 22,2
2022-01-25,אירועי רמצאן 22,1
2022-01-26,אירועי רמצאן 22,4
2022-01-27,אירועי רמצאן 22,1
2022-01-28,אירועי רמצאן 22,6
2022-01-29,אירועי רמצאן 22,3
2022-01-30,אירועי רמצאן 22,8
2022-01-31,אירועי רמצאן 22,1
2022-02-01,אירועי רמצאן 22,5
2022-02-02,אירועי רמצאן 22,1
2022-02-03,אירועי רמצאן 22,1
2022-02-04,אירועי רמצאן 22,2
2022-02-05,אירועי רמצאן 22,2
2022-02-06,אירועי רמצאן 22,2
2022-02-07,אירועי רמצאן 22,3
2022-02-08,אירועי רמצאן 22,2
2022-02-09,אירועי רמצאן 22,4
2022-02-10,אירועי רמצאן 22,7
2022-02-11,אירועי רמצאן 22,5
2022-02-12,אירועי רמצאן 22,2
2022-02-13,אירועי רמצאן 22,5
2022-02-14,אירועי רמצאן 22,2
2022-02-15,אירועי רמצאן 22,3
2022-02-16,אירועי רמצאן 22,1
2022-02-17,אירועי רמצאן 22,4
2022-02-18,אירועי רמצאן 22,5
2022-02-19,אירועי רמצאן 22,2
2022-02-20,אירועי רמצאן 22,2
2022-02-21,אירועי רמצאן 22,1
2022-02-22,אירועי רמצאן 22,2
2022-02-23,אירועי רמצאן 22,1
2022-02-24,אירועי רמצאן 22,4
2022-02-25,אירועי רמצאן 22,2
2022-02-26,אירועי רמצאן 22,4
2022-02-27,אירועי רמצאן 22,1
2022-02-28,אירועי רמצאן 22,2
2022-03-01,אירועי רמצאן 22,3
2022-03-02,אירועי רמצאן 22,2
2022-03-03,אירועי רמצאן 22,1
2022-03-04,אירועי רמצאן 22,2
2022-03-05,אירועי רמצאן 22,2
2022-03-06,אירועי רמצאן 22,1
2022-03-07,אירועי רמצאן 22,1
2022-03-08,אירועי רמצאן 22,5
2022-03-09,אירועי רמצאן 22,7
2022-03-10,אירועי רמצאן 22,10
2022-03-11,אירועי רמצאן 22,2
2022-03-12,אירועי רמצאן 22,4
2022-03-13,אירועי רמצאן 22,1
2022-03-14,אירועי רמצאן 22,3
2022-03-15,אירועי רמצאן 22,1
2022-03-16,אירועי רמצאן 22,1
2022-03-17,אירועי רמצאן 22,10
2022-03-18,אירועי רמצאן 22,2
2022-03-19,אירועי רמצאן 22,2
2022-03-20,אירועי רמצאן 22,1
2022-03-21,אירועי רמצאן 22,1
2022-03-22,אירועי רמצאן 22,2
2022-03-23,אירועי רמצאן 22,12
2022-03-24,אירועי רמצאן 22,6
2022-03-25,אירועי רמצאן 22,3
2022-03-26,אירועי רמצאן 22,6
2022-03-27,אירועי רמצאן 22,2
2022-03-28,אירועי רמצאן 22,3
2022-03-29,אירועי רמצאן 22,2
2022-01-02,לאחר אירועי רמצאן 22,0
2022-01-03,לאחר אירועי רמצאן 22,1
2022-01-04,לאחר אירועי רמצאן 22,2
2022-01-05,לאחר אירועי רמצאן 22,0
2022-01-06,לאחר אירועי רמצאן 22,8
2022-01-07,לאחר אירועי רמצאן 22,0
2022-01-08,לאחר אירועי רמצאן 22,4
2022-01-09,לאחר אירועי רמצאן 22,6
2022-01-10,לאחר אירועי רמצאן 22,1
2022-01-11,לאחר אירועי רמצאן 22,2
2022-01-12,לאחר אירועי רמצאן 22,1
2022-01-13,לאחר אירועי רמצאן 22,0
2022-01-14,לאחר אירועי רמצאן 22,2
2022-01-15,לאחר אירועי רמצאן 22,1
2022-01-16,לאחר אירועי רמצאן 22,1
2022-01-17,לאחר אירועי רמצאן 22,1
2022-01-18,לאחר אירועי רמצאן 22,6
2022-01-19,לאחר אירועי רמצאן 22,4
2022-01-20,לאחר אירועי רמצאן 22,0
2022-01-21,לאחר אירועי רמצאן 22,1
2022-01-22,לאחר אירועי רמצאן 22,0
2022-01-23,לאחר אירועי רמצאן 22,0
2022-01-24,לאחר אירועי רמצאן 22,1
2022-01-25,לאחר אירועי רמצאן 22,0
2022-01-26,לאחר אירועי רמצאן 22,4
2022-01-27,לאחר אירועי רמצאן 22,1
2022-01-28,לאחר אירועי רמצאן 22,5
2022-01-29,לאחר אירועי רמצאן 22,2
2022-01-30,לאחר אירועי רמצאן 22,4
2022-01-31,לאחר אירועי רמצאן 22,0
2022-02-01,לאחר אירועי רמצאן 22,5
2022-02-02,לאחר אירועי רמצאן 22,0
2022-02-03,לאחר אירועי רמצאן 22,1
2022-02-04,לאחר אירועי רמצאן 22,2
2022-02-05,לאחר אירועי רמצאן 22,1
2022-02-06,לאחר אירועי רמצאן 22,1
2022-02-07,לאחר אירועי רמצאן 22,1
2022-02-08,לאחר אירועי רמצאן 22,1
2022-02-09,לאחר אירועי רמצאן 22,4
2022-02-10,לאחר אירועי רמצאן 22,6
2022-02-11,לאחר אירועי רמצאן 22,2
2022-02-12,לאחר אירועי רמצאן 22,1
2022-02-13,לאחר אירועי רמצאן 22,4
2022-02-14,לאחר אירועי רמצאן 22,1
2022-02-15,לאחר אירועי רמצאן 22,1
2022-02-16,לאחר אירועי רמצאן 22,0
2022-02-17,לאחר אירועי רמצאן 22,4
2022-02-18,לאחר אירועי רמצאן 22,2
2022-02-19,לאחר אירועי רמצאן 22,1
2022-02-20,לאחר אירועי רמצאן 22,1
2022-02-21,לאחר אירועי רמצאן 22,0
2022-02-22,לאחר אירועי רמצאן 22,1
2022-02-23,לאחר אירועי רמצאן 22,0
2022-02-24,לאחר אירועי רמצאן 22,1
2022-02-25,לאחר אירועי רמצאן 22,1
2022-02-26,לאחר אירועי רמצאן 22,4
2022-02-27,לאחר אירועי רמצאן 22,0
2022-02-28,לאחר אירועי רמצאן 22,1
2022-03-01,לאחר אירועי רמצאן 22,2
2022-03-02,לאחר אירועי רמצאן 22,1
2022-03-03,לאחר אירועי רמצאן 22,1
2022-03-04,לאחר אירועי רמצאן 22,1
2022-03-05,לאחר אירועי רמצאן 22,1
2022-03-06,לאחר אירועי רמצאן 22,0
2022-03-07,לאחר אירועי רמצאן 22,1
2022-03-08,לאחר אירועי רמצאן 22,4
2022-03-09,לאחר אירועי רמצאן 22,7
2022-03-10,לאחר אירועי רמצאן 22,8
2022-03-11,לאחר אירועי רמצאן 22,1
2022-03-12,לאחר אירועי רמצאן 22,3
2022-03-13,לאחר אירועי רמצאן 22,0
2022-03-14,לאחר אירועי רמצאן 22,1
2022-03-15,לאחר אירועי רמצאן 22,0
2022-03-16,לאחר אירועי רמצאן 22,0
2022-03-17,לאחר אירועי רמצאן 22,9
2022-03-18,לאחר אירועי רמצאן 22,1
2022-03-19,לאחר אירועי רמצאן 22,1
2022-03-20,לאחר אירועי רמצאן 22,0
2022-03-21,לאחר אירועי רמצאן 22,0
2022-03-22,לאחר אירועי רמצאן 22,1
2022-03-23,לאחר אירועי רמצאן 22,9
2022-03-24,לאחר אירועי רמצאן 22,6
2022-03-25,לאחר אירועי רמצאן 22,2
2022-03-26,לאחר אירועי רמצאן 22,4
2022-03-27,לאחר אירועי רמצאן 22,1
2022-03-28,לאחר אירועי רמצאן 22,1
2022-03-29,לאחר אירועי רמצאן 22,1
2022-03-30,לאחר אירועי רמצאן 22,1
2022-03-31,לאחר אירועי רמצאן 22,4
2022-04-01,לאחר אירועי רמצאן 22,8
2022-04-02,לאחר אירועי רמצאן 22,7
2022-04-03,לאחר אירועי רמצאן 22,5
2022-04-04,לאחר אירועי רמצאן 22,4
2022-04-05,לאחר אירועי רמצאן 22,1
2022-04-06,לאחר אירועי רמצאן 22,6
2022-04-07,לאחר אירועי רמצאן 22,5
2022-04-08,לאחר אירועי רמצאן 22,2
2022-04-09,לאחר אירועי רמצאן 22,1
2022-04-10,לאחר אירועי רמצאן 22,2
2022-04-11,לאחר אירועי רמצאן 22,1
2022-04-12,לאחר אירועי רמצאן 22,0
2022-04-13,לאחר אירועי רמצאן 22,2
2022-04-14,לאחר אירועי רמצאן 22,8
2022-04-15,לאחר אירועי רמצאן 22,1
2022-04-16,לאחר אירועי רמצאן 22,2
2022-04-17,לאחר אירועי רמצאן 22,1
2022-04-18,לאחר אירועי רמצאן 22,1
2022-04-19,לאחר אירועי רמצאן 22,4
2022-04-20,לאחר אירועי רמצאן 22,1
2022-04-21,לאחר אירועי רמצאן 22,1
2022-04-22,לאחר אירועי רמצאן 22,6
2022-04-23,לאחר אירועי רמצאן 22,1
2022-04-24,לאחר אירועי רמצאן 22,6
2022-04-25,לאחר אירועי רמצאן 22,1
2022-04-26,לאחר אירועי רמצאן 22,0
2022-04-27,לאחר אירועי רמצאן 22,3
2022-04-28,לאחר אירועי רמצאן 22,2
2022-04-29,לאחר אירועי רמצאן 22,4
2022-04-30,לאחר אירועי רמצאן 22,1
2022-05-01,לאחר אירועי רמצאן 22,4
2022-05-02,לאחר אירועי רמצאן 22,2
2022-05-03,לאחר אירועי רמצאן 22,0
2022-05-04,לאחר אירועי רמצאן 22,0
2022-05-05,לאחר אירועי רמצאן 22,1
2022-05-06,לאחר אירועי רמצאן 22,6
2022-05-07,לאחר אירועי רמצאן 22,6
2022-05-08,לאחר אירועי רמצאן 22,5
2022-05-09,לאחר אירועי רמצאן 22,0
2022-05-10,לאחר אירועי רמצאן 22,0
2022-05-11,לאחר אירועי רמצאן 22,1
2022-05-12,לאחר אירועי רמצאן 22,1
2022-05-13,לאחר אירועי רמצאן 22,2
2022-05-14,לאחר אירועי רמצאן 22,4
2022-05-15,לאחר אירועי רמצאן 22,0
2022-05-16,לאחר אירועי רמצאן 22,0
2022-05-17,לאחר אירועי רמצאן 22,8
2022-05-18,לאחר אירועי רמצאן 22,1
2022-05-19,לאחר אירועי רמצאן 22,1
2022-05-20,לאחר אירועי רמצאן 22,1
2022-05-21,לאחר אירועי רמצאן 22,2
2022-05-22,לאחר אירועי רמצאן 22,7
2022-05-23,לאחר אירועי רמצאן 22,1
2022-05-24,לאחר אירועי רמצאן 22,4
2022-05-25,לאחר אירועי רמצאן 22,1
2022-05-26,לאחר אירועי רמצאן 22,1
2022-05-27,לאחר אירועי רמצאן 22,1
2022-05-28,לאחר אירועי רמצאן 22,1
2022-05-29,לאחר אירועי רמצאן 22,0
2022-05-30,לאחר אירועי רמצאן 22,2
2022-05-31,לאחר אירועי רמצאן 22,0
2022-06-01,לאחר אירועי רמצאן 22,4
2022-06-02,לאחר אירועי רמצאן 22,0
2022-06-03,לאחר אירועי רמצאן 22,1
2022-06-04,לאחר אירועי רמצאן 22,4
2022-06-05,לאחר אירועי רמצאן 22,1
2022-06-06,לאחר אירועי רמצאן 22,1
2022-06-07,לאחר אירועי רמצאן 22,3
2022-06-08,לאחר אירועי רמצאן 22,1
2022-06-09,לאחר אירועי רמצאן 22,1
2022-06-10,לאחר אירועי רמצאן 22,1
2022-06-11,לאחר אירועי רמצאן 22,2
2022-06-12,לאחר אירועי רמצאן 22,3
2022-06-13,לאחר אירועי רמצאן 22,4
2022-06-14,לאחר אירועי רמצאן 22,0
2022-06-15,לאחר אירועי רמצאן 22,0
2022-06-16,לאחר אירועי רמצאן 22,0
2022-06-17,לאחר אירועי רמצאן 22,2
2022-06-18,לאחר אירועי רמצאן 22,0
2022-06-19,לאחר אירועי רמצאן 22,1
2022-06-20,לאחר אירועי רמצאן 22,1
2022-06-21,לאחר אירועי רמצאן 22,0
2022-06-22,לאחר אירועי רמצאן 22,8
2022-06-23,לאחר אירועי רמצאן 22,1
2022-06-24,לאחר אירועי רמצאן 22,0
2022-06-25,לאחר אירועי רמצאן 22,0
2022-06-26,לאחר אירועי רמצאן 22,6
2022-06-27,לאחר אירועי רמצאן 22,1
2022-06-28,לאחר אירועי רמצאן 22,0
2022-06-29,לאחר אירועי רמצאן 22,0
2022-06-30,לאחר אירועי רמצאן 22,10
2022-07-01,לאחר אירועי רמצאן 22,2
